ValueAddedServiceID+BatchID;Activity_Description;ActivityOrder;StartTimeStamp;EndTimeStamp;BatchProductionStart;BatchProductionEnd;ProductionStepID;MachineID;ProductionStep_PerBatch_ID;NeedsToBeReported;IsReported
1663272373845;OrderCreation;-1;06.07.2013 14:07;;2013-07-06 16:12:03.000;2013-07-06 19:41:09.000;#WERT!;#WERT!;#WERT!;;0
1663272373845;Start production step;0;06.07.2013 14:07;;2013-07-06 16:12:03.000;2013-07-06 19:41:09.000;#WERT!;#WERT!;#WERT!;;0
1663272373845;start batching;1;2013-07-06 16:12:03.000;2013-07-06 16:18:41.000;2013-07-06 16:12:03.000;2013-07-06 19:41:09.000;9118313;2391;17775372;1;1
1663272373845;cleaning;2;2013-07-06 16:18:41.000;;2013-07-06 16:12:03.000;2013-07-06 19:41:09.000;9118314;2391;17775373;0;0
1663272373845;spray;3;2013-07-06 16:18:41.000;;2013-07-06 16:12:03.000;2013-07-06 19:41:09.000;9118315;2391;17775374;0;0
1663272373845;deep cleaning;4;2013-07-06 16:18:41.000;;2013-07-06 16:12:03.000;2013-07-06 19:41:09.000;9118316;2391;17775375;0;0
1663272373845;kiln;5;2013-07-06 16:18:41.000;;2013-07-06 16:12:03.000;2013-07-06 19:41:09.000;9118317;2391;17775376;0;0
1663272373845;end batching ;6;2013-07-06 16:18:41.000;2013-07-06 19:41:09.000;2013-07-06 16:12:03.000;2013-07-06 19:41:09.000;9118318;2391;17775377;1;1
1663272373853;OrderCreation;-1;06.07.2013 14:07;;2013-07-06 16:19:42.000;2013-07-06 21:42:52.000;#WERT!;#WERT!;#WERT!;;0
1663272373853;Start production step;0;06.07.2013 14:07;;2013-07-06 16:19:42.000;2013-07-06 21:42:52.000;#WERT!;#WERT!;#WERT!;;0
1663272373853;start batching;1;2013-07-06 16:19:42.000;2013-07-06 16:25:05.000;2013-07-06 16:19:42.000;2013-07-06 21:42:52.000;9118313;2391;17775465;1;1
1663272373853;cleaning;2;2013-07-06 16:25:05.000;;2013-07-06 16:19:42.000;2013-07-06 21:42:52.000;9118314;2391;17775466;0;0
1663272373853;spray;3;2013-07-06 16:25:05.000;;2013-07-06 16:19:42.000;2013-07-06 21:42:52.000;9118315;2391;17775467;0;0
1663272373853;deep cleaning;4;2013-07-06 16:25:05.000;;2013-07-06 16:19:42.000;2013-07-06 21:42:52.000;9118316;2391;17775468;0;0
1663272373853;kiln;5;2013-07-06 16:25:05.000;;2013-07-06 16:19:42.000;2013-07-06 21:42:52.000;9118317;2391;17775469;0;0
1663272373853;end batching ;6;2013-07-06 16:25:05.000;2013-07-06 21:42:52.000;2013-07-06 16:19:42.000;2013-07-06 21:42:52.000;9118318;2391;17775470;1;1
1663272373862;OrderCreation;-1;06.07.2013 14:07;;2013-07-06 16:25:41.000;;#WERT!;#WERT!;#WERT!;;0
1663272373862;Start production step;0;06.07.2013 14:07;;2013-07-06 16:25:41.000;;#WERT!;#WERT!;#WERT!;;0
1663272373862;start batching;1;2013-07-06 16:25:41.000;;2013-07-06 16:25:41.000;;9118313;2391;17775540;1;0
1663272373862;cleaning;2;2013-07-06 16:25:41.000;;2013-07-06 16:25:41.000;;9118314;2391;17775542;0;0
1663272373862;spray;3;2013-07-06 16:25:41.000;;2013-07-06 16:25:41.000;;9118315;2391;17775543;0;0
1663272373862;deep cleaning;4;2013-07-06 16:25:41.000;;2013-07-06 16:25:41.000;;9118316;2391;17775544;0;0
1663272373862;kiln;5;2013-07-06 16:25:41.000;;2013-07-06 16:25:41.000;;9118317;2391;17775545;0;0
1663272373862;end batching ;6;2013-07-06 16:25:41.000;;2013-07-06 16:25:41.000;;9118318;2391;17775546;1;0
1663272373870;OrderCreation;-1;06.07.2013 14:06;;2013-07-06 16:34:47.000;2013-07-06 21:42:52.000;#WERT!;#WERT!;#WERT!;;0
1663272373870;Start production step;0;06.07.2013 14:06;;2013-07-06 16:34:47.000;2013-07-06 21:42:52.000;#WERT!;#WERT!;#WERT!;;0
1663272373870;start batching;1;2013-07-06 16:34:47.000;2013-07-06 16:40:21.000;2013-07-06 16:34:47.000;2013-07-06 21:42:52.000;9118296;2391;17775655;1;1
1663272373870;cleaning;2;2013-07-06 16:40:21.000;;2013-07-06 16:34:47.000;2013-07-06 21:42:52.000;9118297;2391;17775656;0;0
1663272373870;spray;3;2013-07-06 16:40:21.000;;2013-07-06 16:34:47.000;2013-07-06 21:42:52.000;9118298;2391;17775657;0;0
1663272373870;deep cleaning;4;2013-07-06 16:40:21.000;;2013-07-06 16:34:47.000;2013-07-06 21:42:52.000;9118299;2391;17775658;0;0
1663272373870;kiln;5;2013-07-06 16:40:21.000;;2013-07-06 16:34:47.000;2013-07-06 21:42:52.000;9118300;2391;17775659;0;0
1663272373870;end batching ;6;2013-07-06 16:40:21.000;2013-07-06 21:42:52.000;2013-07-06 16:34:47.000;2013-07-06 21:42:52.000;9118301;2391;17775660;1;1
1663272373877;OrderCreation;-1;06.07.2013 14:06;;2013-07-06 16:40:41.000;2013-07-06 21:42:52.000;#WERT!;#WERT!;#WERT!;;0
1663272373877;Start production step;0;06.07.2013 14:06;;2013-07-06 16:40:41.000;2013-07-06 21:42:52.000;#WERT!;#WERT!;#WERT!;;0
1663272373877;start batching;1;2013-07-06 16:40:41.000;2013-07-06 16:46:55.000;2013-07-06 16:40:41.000;2013-07-06 21:42:52.000;9118296;2391;17775712;1;1
1663272373877;cleaning;2;2013-07-06 16:46:55.000;;2013-07-06 16:40:41.000;2013-07-06 21:42:52.000;9118297;2391;17775713;0;0
1663272373877;spray;3;2013-07-06 16:46:55.000;;2013-07-06 16:40:41.000;2013-07-06 21:42:52.000;9118298;2391;17775714;0;0
1663272373877;deep cleaning;4;2013-07-06 16:46:55.000;;2013-07-06 16:40:41.000;2013-07-06 21:42:52.000;9118299;2391;17775715;0;0
1663272373877;kiln;5;2013-07-06 16:46:55.000;;2013-07-06 16:40:41.000;2013-07-06 21:42:52.000;9118300;2391;17775716;0;0
1663272373877;end batching ;6;2013-07-06 16:46:55.000;2013-07-06 21:42:52.000;2013-07-06 16:40:41.000;2013-07-06 21:42:52.000;9118301;2391;17775717;1;1
1663272373889;OrderCreation;-1;06.07.2013 14:06;;2013-07-06 16:48:32.000;;#WERT!;#WERT!;#WERT!;;0
1663272373889;Start production step;0;06.07.2013 14:06;;2013-07-06 16:48:32.000;;#WERT!;#WERT!;#WERT!;;0
1663272373889;start batching;1;2013-07-06 16:48:32.000;;2013-07-06 16:48:32.000;;9118296;2391;17775789;1;0
1663272373889;cleaning;2;2013-07-06 16:48:32.000;;2013-07-06 16:48:32.000;;9118297;2391;17775790;0;0
1663272373889;spray;3;2013-07-06 16:48:32.000;;2013-07-06 16:48:32.000;;9118298;2391;17775791;0;0
1663272373889;deep cleaning;4;2013-07-06 16:48:32.000;;2013-07-06 16:48:32.000;;9118299;2391;17775792;0;0
1663272373889;kiln;5;2013-07-06 16:48:32.000;;2013-07-06 16:48:32.000;;9118300;2391;17775793;0;0
1663272373889;end batching ;6;2013-07-06 16:48:32.000;;2013-07-06 16:48:32.000;;9118301;2391;17775794;1;0
1663272394190;OrderCreation;-1;16.07.2013 08:04;;2013-07-16 13:23:20.000;2013-07-16 17:05:23.000;#WERT!;#WERT!;#WERT!;;0
1663272394190;Start production step;0;16.07.2013 08:04;;2013-07-16 13:23:20.000;2013-07-16 17:05:23.000;#WERT!;#WERT!;#WERT!;;0
1663272394190;start batching;1;2013-07-16 13:23:20.000;2013-07-16 13:29:31.000;2013-07-16 13:23:20.000;2013-07-16 17:05:23.000;9136491;1391;17906604;1;1
1663272394190;cleaning;2;2013-07-16 13:29:31.000;;2013-07-16 13:23:20.000;2013-07-16 17:05:23.000;9136492;1391;17906605;0;0
1663272394190;spray;3;2013-07-16 13:29:31.000;;2013-07-16 13:23:20.000;2013-07-16 17:05:23.000;9136493;1391;17906606;0;0
1663272394190;deep cleaning;4;2013-07-16 13:29:31.000;;2013-07-16 13:23:20.000;2013-07-16 17:05:23.000;9136494;1391;17906607;0;0
1663272394190;kiln;5;2013-07-16 13:29:31.000;;2013-07-16 13:23:20.000;2013-07-16 17:05:23.000;9136495;1391;17906608;0;0
1663272394190;end batching ;6;2013-07-16 13:29:31.000;2013-07-16 17:05:23.000;2013-07-16 13:23:20.000;2013-07-16 17:05:23.000;9136496;1391;17906609;1;1
1663272394207;OrderCreation;-1;16.07.2013 08:04;;2013-07-16 13:29:43.000;2013-07-16 17:12:33.000;#WERT!;#WERT!;#WERT!;;0
1663272394207;Start production step;0;16.07.2013 08:04;;2013-07-16 13:29:43.000;2013-07-16 17:12:33.000;#WERT!;#WERT!;#WERT!;;0
1663272394207;start batching;1;2013-07-16 13:29:43.000;2013-07-16 13:36:48.000;2013-07-16 13:29:43.000;2013-07-16 17:12:33.000;9136491;1391;17906764;1;1
1663272394207;cleaning;2;2013-07-16 13:36:48.000;;2013-07-16 13:29:43.000;2013-07-16 17:12:33.000;9136492;1391;17906765;0;0
1663272394207;spray;3;2013-07-16 13:36:48.000;;2013-07-16 13:29:43.000;2013-07-16 17:12:33.000;9136493;1391;17906766;0;0
1663272394207;deep cleaning;4;2013-07-16 13:36:48.000;;2013-07-16 13:29:43.000;2013-07-16 17:12:33.000;9136494;1391;17906767;0;0
1663272394207;kiln;5;2013-07-16 13:36:48.000;;2013-07-16 13:29:43.000;2013-07-16 17:12:33.000;9136495;1391;17906768;0;0
1663272394207;end batching ;6;2013-07-16 13:36:48.000;2013-07-16 17:12:33.000;2013-07-16 13:29:43.000;2013-07-16 17:12:33.000;9136496;1391;17906769;1;1
1663272394220;OrderCreation;-1;16.07.2013 08:04;;2013-07-16 13:37:19.000;;#WERT!;#WERT!;#WERT!;;0
1663272394220;Start production step;0;16.07.2013 08:04;;2013-07-16 13:37:19.000;;#WERT!;#WERT!;#WERT!;;0
1663272394220;start batching;1;2013-07-16 13:37:19.000;;2013-07-16 13:37:19.000;;9136491;1391;17906903;1;0
1663272394220;cleaning;2;2013-07-16 13:37:19.000;;2013-07-16 13:37:19.000;;9136492;1391;17906904;0;0
1663272394220;spray;3;2013-07-16 13:37:19.000;;2013-07-16 13:37:19.000;;9136493;1391;17906905;0;0
1663272394220;deep cleaning;4;2013-07-16 13:37:19.000;;2013-07-16 13:37:19.000;;9136494;1391;17906906;0;0
1663272394220;kiln;5;2013-07-16 13:37:19.000;;2013-07-16 13:37:19.000;;9136495;1391;17906907;0;0
1663272394220;end batching ;6;2013-07-16 13:37:19.000;;2013-07-16 13:37:19.000;;9136496;1391;17906908;1;0
1663272397337;OrderCreation;-1;16.07.2013 08:03;;2013-07-17 09:43:11.000;2013-07-17 13:36:46.000;#WERT!;#WERT!;#WERT!;;0
1663272397337;Start production step;0;16.07.2013 08:03;;2013-07-17 09:43:11.000;2013-07-17 13:36:46.000;#WERT!;#WERT!;#WERT!;;0
1663272397337;start batching;1;2013-07-17 09:43:11.000;2013-07-17 09:49:22.000;2013-07-17 09:43:11.000;2013-07-17 13:36:46.000;9136485;2391;17923964;1;1
1663272397337;cleaning;2;2013-07-17 09:49:22.000;;2013-07-17 09:43:11.000;2013-07-17 13:36:46.000;9136486;2391;17923965;0;0
1663272397337;spray;3;2013-07-17 09:49:22.000;;2013-07-17 09:43:11.000;2013-07-17 13:36:46.000;9136487;2391;17923966;0;0
1663272397337;deep cleaning;4;2013-07-17 09:49:22.000;;2013-07-17 09:43:11.000;2013-07-17 13:36:46.000;9136488;2391;17923967;0;0
1663272397337;kiln;5;2013-07-17 09:49:22.000;;2013-07-17 09:43:11.000;2013-07-17 13:36:46.000;9136489;2391;17923968;0;0
1663272397337;end batching ;6;2013-07-17 09:49:22.000;2013-07-17 13:36:46.000;2013-07-17 09:43:11.000;2013-07-17 13:36:46.000;9136490;2391;17923969;1;1
1663311586219;OrderCreation;-1;2012-04-29 13:35:25.040;;2012-05-09 12:16:10.000;2012-05-09 16:11:45.000;#WERT!;#WERT!;#WERT!;;0
1663311586219;Start production step;0;29.04.2012 13:35;;2012-05-09 12:16:10.000;2012-05-09 16:11:45.000;#WERT!;#WERT!;#WERT!;;0
1663311586219;start batching;9;2012-05-09 12:16:10.000;2012-05-09 12:25:20.000;2012-05-09 12:16:10.000;2012-05-09 16:11:45.000;8404686;2391;12344437;1;1
1663311586219;cleaning;10;2012-05-09 12:25:20.000;;2012-05-09 12:16:10.000;2012-05-09 16:11:45.000;8404687;2391;12344438;0;0
1663311586219;spray;11;2012-05-09 12:25:20.000;;2012-05-09 12:16:10.000;2012-05-09 16:11:45.000;8404688;2391;12344439;0;0
1663311586219;deep cleaning;12;2012-05-09 12:25:20.000;;2012-05-09 12:16:10.000;2012-05-09 16:11:45.000;8404689;2391;12344440;0;0
1663311586219;protection layer;13;2012-05-09 12:25:20.000;;2012-05-09 12:16:10.000;2012-05-09 16:11:45.000;8404690;2391;12344441;0;0
1663311586219;kiln;14;2012-05-09 12:25:20.000;;2012-05-09 12:16:10.000;2012-05-09 16:11:45.000;8404691;2391;12344442;0;0
1663311586219;end batching ;15;2012-05-09 12:25:20.000;2012-05-09 16:11:45.000;2012-05-09 12:16:10.000;2012-05-09 16:11:45.000;8404692;2391;12344443;1;1
1663311586234;OrderCreation;-1;2012-04-29 13:35:25.040;;2012-05-09 12:23:57.000;2012-05-09 16:11:45.000;#WERT!;#WERT!;#WERT!;;0
1663311586234;Start production step;0;29.04.2012 13:35;;2012-05-09 12:23:57.000;2012-05-09 16:11:45.000;#WERT!;#WERT!;#WERT!;;0
1663311586234;start batching;9;2012-05-09 12:23:57.000;2012-05-09 12:33:00.000;2012-05-09 12:23:57.000;2012-05-09 16:11:45.000;8404686;2391;12344591;1;1
1663311586234;cleaning;10;2012-05-09 12:33:00.000;;2012-05-09 12:23:57.000;2012-05-09 16:11:45.000;8404687;2391;12344592;0;0
1663311586234;spray;11;2012-05-09 12:33:00.000;;2012-05-09 12:23:57.000;2012-05-09 16:11:45.000;8404688;2391;12344593;0;0
1663311586234;deep cleaning;12;2012-05-09 12:33:00.000;;2012-05-09 12:23:57.000;2012-05-09 16:11:45.000;8404689;2391;12344594;0;0
1663311586234;protection layer;13;2012-05-09 12:33:00.000;;2012-05-09 12:23:57.000;2012-05-09 16:11:45.000;8404690;2391;12344595;0;0
1663311586234;kiln;14;2012-05-09 12:33:00.000;;2012-05-09 12:23:57.000;2012-05-09 16:11:45.000;8404691;2391;12344596;0;0
1663311586234;end batching ;15;2012-05-09 12:33:00.000;2012-05-09 16:11:45.000;2012-05-09 12:23:57.000;2012-05-09 16:11:45.000;8404692;2391;12344597;1;1
1663311586259;OrderCreation;-1;2012-04-29 13:35:25.040;;2012-05-09 12:30:23.000;;#WERT!;#WERT!;#WERT!;;0
1663311586259;Start production step;0;29.04.2012 13:35;;2012-05-09 12:30:23.000;;#WERT!;#WERT!;#WERT!;;0
1663311586259;start batching;9;2012-05-09 12:30:23.000;;2012-05-09 12:30:23.000;;8404686;2391;12344785;1;0
1663311586259;cleaning;10;2012-05-09 12:30:23.000;;2012-05-09 12:30:23.000;;8404687;2391;12344786;0;0
1663311586259;spray;11;2012-05-09 12:30:23.000;;2012-05-09 12:30:23.000;;8404688;2391;12344787;0;0
1663311586259;deep cleaning;12;2012-05-09 12:30:23.000;;2012-05-09 12:30:23.000;;8404689;2391;12344788;0;0
1663311586259;protection layer;13;2012-05-09 12:30:23.000;;2012-05-09 12:30:23.000;;8404690;2391;12344789;0;0
1663311586259;kiln;14;2012-05-09 12:30:23.000;;2012-05-09 12:30:23.000;;8404691;2391;12344790;0;0
1663311586259;end batching ;15;2012-05-09 12:30:23.000;;2012-05-09 12:30:23.000;;8404692;2391;12344791;1;0
1663311586267;OrderCreation;-1;29.04.2012 13:36;;2012-05-09 12:35:03.000;2012-05-09 16:56:59.000;#WERT!;#WERT!;#WERT!;;0
1663311586267;Start production step;0;29.04.2012 13:36;;2012-05-09 12:35:03.000;2012-05-09 16:56:59.000;#WERT!;#WERT!;#WERT!;;0
1663311586267;start batching;9;2012-05-09 12:35:03.000;2012-05-09 12:56:31.000;2012-05-09 12:35:03.000;2012-05-09 16:56:59.000;8404701;2391;12344832;1;1
1663311586267;cleaning;10;2012-05-09 12:56:31.000;;2012-05-09 12:35:03.000;2012-05-09 16:56:59.000;8404702;2391;12344833;0;0
1663311586267;spray;11;2012-05-09 12:56:31.000;;2012-05-09 12:35:03.000;2012-05-09 16:56:59.000;8404703;2391;12344834;0;0
1663311586267;deep cleaning;12;2012-05-09 12:56:31.000;;2012-05-09 12:35:03.000;2012-05-09 16:56:59.000;8404704;2391;12344835;0;0
1663311586267;protection layer;13;2012-05-09 12:56:31.000;;2012-05-09 12:35:03.000;2012-05-09 16:56:59.000;8404705;2391;12344836;0;0
1663311586267;kiln;14;2012-05-09 12:56:31.000;;2012-05-09 12:35:03.000;2012-05-09 16:56:59.000;8404706;2391;12344837;0;0
1663311586267;end batching ;15;2012-05-09 12:56:31.000;2012-05-09 16:56:59.000;2012-05-09 12:35:03.000;2012-05-09 16:56:59.000;8404707;2391;12344838;1;1
1663311586285;OrderCreation;-1;29.04.2012 13:36;;2012-05-09 12:53:20.000;2012-05-09 16:56:59.000;#WERT!;#WERT!;#WERT!;;0
1663311586285;Start production step;0;29.04.2012 13:36;;2012-05-09 12:53:20.000;2012-05-09 16:56:59.000;#WERT!;#WERT!;#WERT!;;0
1663311586285;start batching;9;2012-05-09 12:53:20.000;2012-05-09 13:16:58.000;2012-05-09 12:53:20.000;2012-05-09 16:56:59.000;8404701;2391;12345061;1;1
1663311586285;cleaning;10;2012-05-09 13:16:58.000;;2012-05-09 12:53:20.000;2012-05-09 16:56:59.000;8404702;2391;12345062;0;0
1663311586285;spray;11;2012-05-09 13:16:58.000;;2012-05-09 12:53:20.000;2012-05-09 16:56:59.000;8404703;2391;12345063;0;0
1663311586285;deep cleaning;12;2012-05-09 13:16:58.000;;2012-05-09 12:53:20.000;2012-05-09 16:56:59.000;8404704;2391;12345064;0;0
1663311586285;protection layer;13;2012-05-09 13:16:58.000;;2012-05-09 12:53:20.000;2012-05-09 16:56:59.000;8404705;2391;12345065;0;0
1663311586285;kiln;14;2012-05-09 13:16:58.000;;2012-05-09 12:53:20.000;2012-05-09 16:56:59.000;8404706;2391;12345066;0;0
1663311586285;end batching ;15;2012-05-09 13:16:58.000;2012-05-09 16:56:59.000;2012-05-09 12:53:20.000;2012-05-09 16:56:59.000;8404707;2391;12345067;1;1
1663311586328;OrderCreation;-1;29.04.2012 13:36;;2012-05-09 13:44:34.000;2012-05-09 17:20:29.000;#WERT!;#WERT!;#WERT!;;0
1663311586328;Start production step;0;29.04.2012 13:36;;2012-05-09 13:44:34.000;2012-05-09 17:20:29.000;#WERT!;#WERT!;#WERT!;;0
1663311586328;start batching;9;2012-05-09 13:44:34.000;2012-05-09 13:55:05.000;2012-05-09 13:44:34.000;2012-05-09 17:20:29.000;8404716;2391;12345636;1;1
1663311586328;cleaning;10;2012-05-09 13:55:05.000;;2012-05-09 13:44:34.000;2012-05-09 17:20:29.000;8404717;2391;12345637;0;0
1663311586328;spray;11;2012-05-09 13:55:05.000;;2012-05-09 13:44:34.000;2012-05-09 17:20:29.000;8404718;2391;12345638;0;0
1663311586328;deep cleaning;12;2012-05-09 13:55:05.000;;2012-05-09 13:44:34.000;2012-05-09 17:20:29.000;8404719;2391;12345639;0;0
1663311586328;protection layer;13;2012-05-09 13:55:05.000;;2012-05-09 13:44:34.000;2012-05-09 17:20:29.000;8404720;2391;12345640;0;0
1663311586328;kiln;14;2012-05-09 13:55:05.000;;2012-05-09 13:44:34.000;2012-05-09 17:20:29.000;8404721;2391;12345641;0;0
1663311586328;end batching ;15;2012-05-09 13:55:05.000;2012-05-09 17:20:29.000;2012-05-09 13:44:34.000;2012-05-09 17:20:29.000;8404722;2391;12345642;1;1
1663311586334;OrderCreation;-1;29.04.2012 13:36;;2012-05-09 13:51:38.000;2012-05-09 17:42:34.000;#WERT!;#WERT!;#WERT!;;0
1663311586334;Start production step;0;29.04.2012 13:36;;2012-05-09 13:51:38.000;2012-05-09 17:42:34.000;#WERT!;#WERT!;#WERT!;;0
1663311586334;start batching;9;2012-05-09 13:51:38.000;2012-05-09 14:12:55.000;2012-05-09 13:51:38.000;2012-05-09 17:42:34.000;8404716;2391;12345728;1;1
1663311586334;cleaning;10;2012-05-09 14:12:55.000;;2012-05-09 13:51:38.000;2012-05-09 17:42:34.000;8404717;2391;12345729;0;0
1663311586334;spray;11;2012-05-09 14:12:55.000;;2012-05-09 13:51:38.000;2012-05-09 17:42:34.000;8404718;2391;12345730;0;0
1663311586334;deep cleaning;12;2012-05-09 14:12:55.000;;2012-05-09 13:51:38.000;2012-05-09 17:42:34.000;8404719;2391;12345731;0;0
1663311586334;protection layer;13;2012-05-09 14:12:55.000;;2012-05-09 13:51:38.000;2012-05-09 17:42:34.000;8404720;2391;12345732;0;0
1663311586334;kiln;14;2012-05-09 14:12:55.000;;2012-05-09 13:51:38.000;2012-05-09 17:42:34.000;8404721;2391;12345733;0;0
1663311586334;end batching ;15;2012-05-09 14:12:55.000;2012-05-09 17:42:34.000;2012-05-09 13:51:38.000;2012-05-09 17:42:34.000;8404722;2391;12345734;1;1
1663311586349;OrderCreation;-1;29.04.2012 13:36;;2012-05-09 14:09:48.000;;#WERT!;#WERT!;#WERT!;;0
1663311586349;Start production step;0;29.04.2012 13:36;;2012-05-09 14:09:48.000;;#WERT!;#WERT!;#WERT!;;0
1663311586349;start batching;9;2012-05-09 14:09:48.000;;2012-05-09 14:09:48.000;;8404716;2391;12345978;1;0
1663311586349;cleaning;10;2012-05-09 14:09:48.000;;2012-05-09 14:09:48.000;;8404717;2391;12345979;0;0
1663311586349;spray;11;2012-05-09 14:09:48.000;;2012-05-09 14:09:48.000;;8404718;2391;12345980;0;0
1663311586349;deep cleaning;12;2012-05-09 14:09:48.000;;2012-05-09 14:09:48.000;;8404719;2391;12345981;0;0
1663311586349;protection layer;13;2012-05-09 14:09:48.000;;2012-05-09 14:09:48.000;;8404720;2391;12345982;0;0
1663311586349;kiln;14;2012-05-09 14:09:48.000;;2012-05-09 14:09:48.000;;8404721;2391;12345983;0;0
1663311586349;end batching ;15;2012-05-09 14:09:48.000;;2012-05-09 14:09:48.000;;8404722;2391;12345984;1;0
1663311586363;OrderCreation;-1;29.04.2012 13:37;;2012-05-09 14:15:28.000;2012-05-09 17:48:15.000;#WERT!;#WERT!;#WERT!;;0
1663311586363;Start production step;0;29.04.2012 13:37;;2012-05-09 14:15:28.000;2012-05-09 17:48:15.000;#WERT!;#WERT!;#WERT!;;0
1663311586363;start batching;9;2012-05-09 14:15:28.000;2012-05-09 14:24:55.000;2012-05-09 14:15:28.000;2012-05-09 17:48:15.000;8404731;2391;12346057;1;1
1663311586363;cleaning;10;2012-05-09 14:24:55.000;;2012-05-09 14:15:28.000;2012-05-09 17:48:15.000;8404732;2391;12346058;0;0
1663311586363;spray;11;2012-05-09 14:24:55.000;;2012-05-09 14:15:28.000;2012-05-09 17:48:15.000;8404733;2391;12346059;0;0
1663311586363;deep cleaning;12;2012-05-09 14:24:55.000;;2012-05-09 14:15:28.000;2012-05-09 17:48:15.000;8404734;2391;12346060;0;0
1663311586363;protection layer;13;2012-05-09 14:24:55.000;;2012-05-09 14:15:28.000;2012-05-09 17:48:15.000;8404735;2391;12346061;0;0
1663311586363;kiln;14;2012-05-09 14:24:55.000;;2012-05-09 14:15:28.000;2012-05-09 17:48:15.000;8404736;2391;12346062;0;0
1663311586363;end batching ;15;2012-05-09 14:24:55.000;2012-05-09 17:48:15.000;2012-05-09 14:15:28.000;2012-05-09 17:48:15.000;8404737;2391;12346063;1;1
1663311586381;OrderCreation;-1;29.04.2012 13:37;;2012-05-09 14:21:56.000;2012-05-09 17:56:11.000;#WERT!;#WERT!;#WERT!;;0
1663311586381;Start production step;0;29.04.2012 13:37;;2012-05-09 14:21:56.000;2012-05-09 17:56:11.000;#WERT!;#WERT!;#WERT!;;0
1663311586381;start batching;9;2012-05-09 14:21:56.000;2012-05-09 14:30:24.000;2012-05-09 14:21:56.000;2012-05-09 17:56:11.000;8404731;2391;12346130;1;1
1663311586381;cleaning;10;2012-05-09 14:30:24.000;;2012-05-09 14:21:56.000;2012-05-09 17:56:11.000;8404732;2391;12346131;0;0
1663311586381;spray;11;2012-05-09 14:30:24.000;;2012-05-09 14:21:56.000;2012-05-09 17:56:11.000;8404733;2391;12346132;0;0
1663311586381;deep cleaning;12;2012-05-09 14:30:24.000;;2012-05-09 14:21:56.000;2012-05-09 17:56:11.000;8404734;2391;12346133;0;0
1663311586381;protection layer;13;2012-05-09 14:30:24.000;;2012-05-09 14:21:56.000;2012-05-09 17:56:11.000;8404735;2391;12346134;0;0
1663311586381;kiln;14;2012-05-09 14:30:24.000;;2012-05-09 14:21:56.000;2012-05-09 17:56:11.000;8404736;2391;12346135;0;0
1663311586381;end batching ;15;2012-05-09 14:30:24.000;2012-05-09 17:56:11.000;2012-05-09 14:21:56.000;2012-05-09 17:56:11.000;8404737;2391;12346136;1;1
1663421952779;OrderCreation;-1;21.11.2012 14:12;;2012-12-09 15:44:05.000;;#WERT!;#WERT!;#WERT!;;0
1663421952779;Start production step;0;21.11.2012 14:12;;2012-12-09 15:44:05.000;;#WERT!;#WERT!;#WERT!;;0
1663421952779;start batching;1;2012-12-09 15:44:05.000;2012-12-09 17:00:45.000;2012-12-09 15:44:05.000;;8706396;1395;14904066;1;1
1663421952779;cleaning;2;2012-12-09 17:00:45.000;;2012-12-09 15:44:05.000;;8706397;1395;14904067;0;0
1663421952779;spray;3;2012-12-09 17:00:45.000;;2012-12-09 15:44:05.000;;8706398;1395;14904068;0;0
1663421952779;fine spray;4;2012-12-09 17:00:45.000;;2012-12-09 15:44:05.000;;8706399;1395;14904069;0;0
1663421952779;end batching ;5;2012-12-09 17:00:45.000;;2012-12-09 15:44:05.000;;8706400;1395;14904070;1;0
1663871574253;OrderCreation;-1;28.04.2012 15:03;;2012-05-02 17:42:46.000;;#WERT!;#WERT!;#WERT!;;0
1663871574253;Start production step;0;28.04.2012 15:03;;2012-05-02 17:42:46.000;;#WERT!;#WERT!;#WERT!;;0
1663871574253;start batching;1;2012-05-02 17:42:46.000;2012-05-02 19:49:02.000;2012-05-02 17:42:46.000;;8401805;2391;12231423;1;1
1663871574253;cleaning;2;2012-05-02 19:49:02.000;;2012-05-02 17:42:46.000;;8401806;2391;12231424;0;0
1663871574253;spray;3;2012-05-02 19:49:02.000;;2012-05-02 17:42:46.000;;8401807;2391;12231425;0;0
1663871574253;deep cleaning;4;2012-05-02 19:49:02.000;;2012-05-02 17:42:46.000;;8401808;2391;12231426;0;0
1663871574253;protection layer;5;2012-05-02 19:49:02.000;;2012-05-02 17:42:46.000;;8401809;2391;12231427;0;0
1663871574253;thick protection layer;6;2012-05-02 19:49:02.000;;2012-05-02 17:42:46.000;;8401810;2391;12231428;0;0
1663871574253;kiln;7;2012-05-02 19:49:02.000;;2012-05-02 17:42:46.000;;8401811;2391;12231429;0;0
1663871574253;end batching ;8;2012-05-02 19:49:02.000;2012-05-02 19:49:03.000;2012-05-02 17:42:46.000;;8401812;2391;12231430;1;1
1663871574254;OrderCreation;-1;28.04.2012 15:03;;2012-05-02 17:42:46.000;2012-05-02 17:45:32.000;#WERT!;#WERT!;#WERT!;;0
1663871574254;Start production step;0;28.04.2012 15:03;;2012-05-02 17:42:46.000;2012-05-02 17:45:32.000;#WERT!;#WERT!;#WERT!;;0
1663871574254;start batching;1;2012-05-02 17:42:46.000;2012-05-02 17:42:47.000;2012-05-02 17:42:46.000;2012-05-02 17:45:32.000;8401805;2391;12256405;1;1
