ValueAddedServiceID+BatchID;Activity_Description;ActivityOrder;StartTimeStamp;EndTimeStamp;BatchProductionStart;BatchProductionEnd;ProductionStepID;MachineID;ProductionStep_PerBatch_ID;NeedsToBeReported;IsReported
5127462054450;spray;3;2013-02-07 05:28:26.000;;2013-02-07 05:28:24.000;;8821575;2858;15588753;0;0
5127462054450;deep cleaning;4;2013-02-07 05:28:26.000;;2013-02-07 05:28:24.000;;8821576;2858;15588754;0;0
5127462054450;end batching ;5;2013-02-07 05:28:26.000;2013-02-07 09:29:48.000;2013-02-07 05:28:24.000;;8821577;2858;15588755;1;1
5127462054450;start batching;6;2013-02-07 09:29:48.000;2013-02-07 09:31:32.000;2013-02-07 05:28:24.000;;8821578;2858;15588756;1;1
5127462054450;protection layer;7;2013-02-07 09:31:32.000;;2013-02-07 05:28:24.000;;8821579;2858;15588757;0;0
5127462054450;kiln;8;2013-02-07 09:31:32.000;;2013-02-07 05:28:24.000;;8821580;2858;15588758;0;0
5127462054450;thick protection layer;9;2013-02-07 09:31:32.000;;2013-02-07 05:28:24.000;;8821581;2858;15588759;0;0
5127462054450;kiln;10;2013-02-07 09:31:32.000;;2013-02-07 05:28:24.000;;8821582;2858;15588760;0;0
5127462054450;end batching ;11;2013-02-07 09:31:32.000;2013-02-07 09:31:32.000;2013-02-07 05:28:24.000;;8821583;2858;15588761;1;1
5127462054456;OrderCreation;-1;03.02.2013 09:11;;2013-02-07 05:33:02.000;;#WERT!;#WERT!;#WERT!;;0
5127462054456;Start production step;0;03.02.2013 09:11;;2013-02-07 05:33:02.000;;#WERT!;#WERT!;#WERT!;;0
5127462054456;start batching;1;2013-02-07 05:33:02.000;2013-02-07 05:33:04.000;2013-02-07 05:33:02.000;;8821573;2858;15588795;1;1
5127462054456;cleaning;2;2013-02-07 05:33:04.000;;2013-02-07 05:33:02.000;;8821574;2858;15588796;0;0
5127462054456;spray;3;2013-02-07 05:33:04.000;;2013-02-07 05:33:02.000;;8821575;2858;15588797;0;0
5127462054456;deep cleaning;4;2013-02-07 05:33:04.000;;2013-02-07 05:33:02.000;;8821576;2858;15588798;0;0
5127462054456;end batching ;5;2013-02-07 05:33:04.000;2013-02-07 09:32:42.000;2013-02-07 05:33:02.000;;8821577;2858;15588799;1;1
5127462054456;start batching;6;2013-02-07 09:32:42.000;2013-02-07 09:34:07.000;2013-02-07 05:33:02.000;;8821578;2858;15588800;1;1
5127462054456;protection layer;7;2013-02-07 09:34:07.000;;2013-02-07 05:33:02.000;;8821579;2858;15588801;0;0
5127462054456;kiln;8;2013-02-07 09:34:07.000;;2013-02-07 05:33:02.000;;8821580;2858;15588802;0;0
5127462054456;thick protection layer;9;2013-02-07 09:34:07.000;;2013-02-07 05:33:02.000;;8821581;2858;15588803;0;0
5127462054456;kiln;10;2013-02-07 09:34:07.000;;2013-02-07 05:33:02.000;;8821582;2858;15588804;0;0
5127462054456;end batching ;11;2013-02-07 09:34:07.000;2013-02-07 09:34:07.000;2013-02-07 05:33:02.000;;8821583;2858;15588805;1;1
5127462054470;OrderCreation;-1;03.02.2013 09:11;;2013-02-07 05:43:56.000;;#WERT!;#WERT!;#WERT!;;0
5127462054470;Start production step;0;03.02.2013 09:11;;2013-02-07 05:43:56.000;;#WERT!;#WERT!;#WERT!;;0
5127462054470;start batching;1;2013-02-07 05:43:56.000;2013-02-07 05:43:58.000;2013-02-07 05:43:56.000;;8821573;2858;15588895;1;1
5127462054470;cleaning;2;2013-02-07 05:43:58.000;;2013-02-07 05:43:56.000;;8821574;2858;15588896;0;0
5127462054470;spray;3;2013-02-07 05:43:58.000;;2013-02-07 05:43:56.000;;8821575;2858;15588897;0;0
5127462054470;deep cleaning;4;2013-02-07 05:43:58.000;;2013-02-07 05:43:56.000;;8821576;2858;15588898;0;0
5127462054470;end batching ;5;2013-02-07 05:43:58.000;2013-02-07 09:43:21.000;2013-02-07 05:43:56.000;;8821577;2858;15588899;1;1
5127462054470;start batching;6;2013-02-07 09:43:21.000;2013-02-07 09:45:42.000;2013-02-07 05:43:56.000;;8821578;2858;15588900;1;1
5127462054470;protection layer;7;2013-02-07 09:45:42.000;;2013-02-07 05:43:56.000;;8821579;2858;15588901;0;0
5127462054470;kiln;8;2013-02-07 09:45:42.000;;2013-02-07 05:43:56.000;;8821580;2858;15588902;0;0
5127462054470;thick protection layer;9;2013-02-07 09:45:42.000;;2013-02-07 05:43:56.000;;8821581;2858;15588903;0;0
5127462054470;kiln;10;2013-02-07 09:45:42.000;;2013-02-07 05:43:56.000;;8821582;2858;15588904;0;0
5127462054470;end batching ;11;2013-02-07 09:45:42.000;2013-02-07 09:45:42.000;2013-02-07 05:43:56.000;;8821583;2858;15588905;1;1
5127462054479;OrderCreation;-1;03.02.2013 09:11;;2013-02-07 05:53:11.000;2013-02-07 09:18:41.000;#WERT!;#WERT!;#WERT!;;0
5127462054479;Start production step;0;03.02.2013 09:11;;2013-02-07 05:53:11.000;2013-02-07 09:18:41.000;#WERT!;#WERT!;#WERT!;;0
5127462054479;start batching;1;2013-02-07 05:53:11.000;2013-02-07 05:53:13.000;2013-02-07 05:53:11.000;2013-02-07 09:18:41.000;8821573;2858;15588957;1;1
5127462054479;cleaning;2;2013-02-07 05:53:13.000;;2013-02-07 05:53:11.000;2013-02-07 09:18:41.000;8821574;2858;15588958;0;0
5127462054479;spray;3;2013-02-07 05:53:13.000;;2013-02-07 05:53:11.000;2013-02-07 09:18:41.000;8821575;2858;15588959;0;0
5127462054479;deep cleaning;4;2013-02-07 05:53:13.000;;2013-02-07 05:53:11.000;2013-02-07 09:18:41.000;8821576;2858;15588960;0;0
5127462054479;end batching ;5;2013-02-07 05:53:13.000;2013-02-07 09:18:41.000;2013-02-07 05:53:11.000;2013-02-07 09:18:41.000;8821577;2858;15588961;1;1
5127462054479;start batching;6;2013-02-07 09:18:41.000;2013-02-07 09:18:41.000;2013-02-07 05:53:11.000;2013-02-07 09:18:41.000;8821578;2858;15588962;1;1
5127462054479;protection layer;7;2013-02-07 09:18:41.000;2013-02-07 09:18:41.000;2013-02-07 05:53:11.000;2013-02-07 09:18:41.000;8821579;2858;15588963;0;0
5127462054479;kiln;8;2013-02-07 09:18:41.000;2013-02-07 09:18:41.000;2013-02-07 05:53:11.000;2013-02-07 09:18:41.000;8821580;2858;15588964;0;0
5127462054479;thick protection layer;9;2013-02-07 09:18:41.000;2013-02-07 09:18:41.000;2013-02-07 05:53:11.000;2013-02-07 09:18:41.000;8821581;2858;15588965;0;0
5127462054479;kiln;10;2013-02-07 09:18:41.000;2013-02-07 09:18:41.000;2013-02-07 05:53:11.000;2013-02-07 09:18:41.000;8821582;2858;15588966;0;0
5127462054479;end batching ;11;2013-02-07 09:18:41.000;2013-02-07 09:18:41.000;2013-02-07 05:53:11.000;2013-02-07 09:18:41.000;8821583;2858;15588967;1;1
5127462054634;OrderCreation;-1;03.02.2013 09:11;;2013-02-07 07:30:59.000;;#WERT!;#WERT!;#WERT!;;0
5127462054634;Start production step;0;03.02.2013 09:11;;2013-02-07 07:30:59.000;;#WERT!;#WERT!;#WERT!;;0
5127462054634;start batching;1;2013-02-07 07:30:59.000;2013-02-07 07:31:03.000;2013-02-07 07:30:59.000;;8821573;2858;15590196;1;1
5127462054634;cleaning;2;2013-02-07 07:31:03.000;;2013-02-07 07:30:59.000;;8821574;2858;15590197;0;0
5127462054634;spray;3;2013-02-07 07:31:03.000;;2013-02-07 07:30:59.000;;8821575;2858;15590198;0;0
5127462054634;deep cleaning;4;2013-02-07 07:31:03.000;;2013-02-07 07:30:59.000;;8821576;2858;15590199;0;0
5127462054634;end batching ;5;2013-02-07 07:31:03.000;2013-02-07 10:23:49.000;2013-02-07 07:30:59.000;;8821577;2858;15590200;1;1
5127462054634;start batching;6;2013-02-07 10:23:49.000;2013-02-07 10:28:21.000;2013-02-07 07:30:59.000;;8821578;2858;15590201;1;1
5127462054634;protection layer;7;2013-02-07 10:28:21.000;;2013-02-07 07:30:59.000;;8821579;2858;15590202;0;0
5127462054634;kiln;8;2013-02-07 10:28:21.000;;2013-02-07 07:30:59.000;;8821580;2858;15590203;0;0
5127462054634;thick protection layer;9;2013-02-07 10:28:21.000;;2013-02-07 07:30:59.000;;8821581;2858;15590204;0;0
5127462054634;kiln;10;2013-02-07 10:28:21.000;;2013-02-07 07:30:59.000;;8821582;2858;15590205;0;0
5127462054634;end batching ;11;2013-02-07 10:28:21.000;2013-02-07 10:28:21.000;2013-02-07 07:30:59.000;;8821583;2858;15590206;1;1
5680733169076;OrderCreation;-1;05.09.2014 13:25;;2014-09-09 19:38:46.000;2014-09-10 06:22:29.000;#WERT!;#WERT!;#WERT!;;0
5680733169076;Start production step;0;05.09.2014 13:25;;2014-09-09 19:38:46.000;2014-09-10 06:22:29.000;#WERT!;#WERT!;#WERT!;;0
5680733169076;start batching;1;2014-09-09 19:38:46.000;2014-09-10 00:35:38.000;2014-09-09 19:38:46.000;2014-09-10 06:22:29.000;10006553;1392;23275814;1;1
5680733169076;clean;2;2014-09-10 00:35:38.000;;2014-09-09 19:38:46.000;2014-09-10 06:22:29.000;10006554;1392;23275815;0;0
5680733169076;spray;3;2014-09-10 00:35:38.000;;2014-09-09 19:38:46.000;2014-09-10 06:22:29.000;10006555;1392;23275816;0;0
5680733169076;deep cleaning;4;2014-09-10 00:35:38.000;;2014-09-09 19:38:46.000;2014-09-10 06:22:29.000;10006556;1392;23275817;0;0
5680733169076;kiln;5;2014-09-10 00:35:38.000;;2014-09-09 19:38:46.000;2014-09-10 06:22:29.000;10006557;1392;23275818;0;0
5680733169076;end batching ;6;2014-09-10 00:35:38.000;2014-09-10 06:22:29.000;2014-09-09 19:38:46.000;2014-09-10 06:22:29.000;10006558;1392;23275819;1;1
5680733169313;OrderCreation;-1;05.09.2014 13:25;;2014-09-09 23:26:46.000;;#WERT!;#WERT!;#WERT!;;0
5680733169313;Start production step;0;05.09.2014 13:25;;2014-09-09 23:26:46.000;;#WERT!;#WERT!;#WERT!;;0
5680733169313;start batching;1;2014-09-09 23:26:46.000;;2014-09-09 23:26:46.000;;10006553;1392;23276941;1;0
5680733169313;clean;2;2014-09-09 23:26:46.000;;2014-09-09 23:26:46.000;;10006554;1392;23276942;0;0
5680733169313;spray;3;2014-09-09 23:26:46.000;;2014-09-09 23:26:46.000;;10006555;1392;23276943;0;0
5680733169313;deep cleaning;4;2014-09-09 23:26:46.000;;2014-09-09 23:26:46.000;;10006556;1392;23276944;0;0
5680733169313;kiln;5;2014-09-09 23:26:46.000;;2014-09-09 23:26:46.000;;10006557;1392;23276945;0;0
5680733169313;end batching ;6;2014-09-09 23:26:46.000;;2014-09-09 23:26:46.000;;10006558;1392;23276946;1;0
5680733169398;OrderCreation;-1;05.09.2014 13:25;;2014-09-10 00:35:58.000;2014-09-10 13:34:45.000;#WERT!;#WERT!;#WERT!;;0
5680733169398;Start production step;0;05.09.2014 13:25;;2014-09-10 00:35:58.000;2014-09-10 13:34:45.000;#WERT!;#WERT!;#WERT!;;0
5680733169398;start batching;1;2014-09-10 00:35:58.000;2014-09-10 07:23:57.000;2014-09-10 00:35:58.000;2014-09-10 13:34:45.000;10006553;1392;23277464;1;1
5680733169398;clean;2;2014-09-10 07:23:57.000;;2014-09-10 00:35:58.000;2014-09-10 13:34:45.000;10006554;1392;23277465;0;0
5680733169398;spray;3;2014-09-10 07:23:57.000;;2014-09-10 00:35:58.000;2014-09-10 13:34:45.000;10006555;1392;23277466;0;0
5680733169398;deep cleaning;4;2014-09-10 07:23:57.000;;2014-09-10 00:35:58.000;2014-09-10 13:34:45.000;10006556;1392;23277467;0;0
5680733169398;kiln;5;2014-09-10 07:23:57.000;;2014-09-10 00:35:58.000;2014-09-10 13:34:45.000;10006557;1392;23277468;0;0
5680733169398;end batching ;6;2014-09-10 07:23:57.000;2014-09-10 13:34:45.000;2014-09-10 00:35:58.000;2014-09-10 13:34:45.000;10006558;1392;23277469;1;1
5680733169934;OrderCreation;-1;05.09.2014 13:25;;2014-09-10 07:24:18.000;2014-09-10 13:34:45.000;#WERT!;#WERT!;#WERT!;;0
5680733169934;Start production step;0;05.09.2014 13:25;;2014-09-10 07:24:18.000;2014-09-10 13:34:45.000;#WERT!;#WERT!;#WERT!;;0
5680733169934;start batching;1;2014-09-10 07:24:18.000;2014-09-10 11:09:01.000;2014-09-10 07:24:18.000;2014-09-10 13:34:45.000;10006553;1392;23280580;1;1
5680733169934;clean;2;2014-09-10 11:09:01.000;;2014-09-10 07:24:18.000;2014-09-10 13:34:45.000;10006554;1392;23280581;0;0
5680733169934;spray;3;2014-09-10 11:09:01.000;;2014-09-10 07:24:18.000;2014-09-10 13:34:45.000;10006555;1392;23280582;0;0
5680733169934;deep cleaning;4;2014-09-10 11:09:01.000;;2014-09-10 07:24:18.000;2014-09-10 13:34:45.000;10006556;1392;23280583;0;0
5680733169934;kiln;5;2014-09-10 11:09:01.000;;2014-09-10 07:24:18.000;2014-09-10 13:34:45.000;10006557;1392;23280584;0;0
5680733169934;end batching ;6;2014-09-10 11:09:01.000;2014-09-10 13:34:45.000;2014-09-10 07:24:18.000;2014-09-10 13:34:45.000;10006558;1392;23280585;1;1
5680733170516;OrderCreation;-1;05.09.2014 13:25;;2014-09-10 11:10:18.000;;#WERT!;#WERT!;#WERT!;;0
5680733170516;Start production step;0;05.09.2014 13:25;;2014-09-10 11:10:18.000;;#WERT!;#WERT!;#WERT!;;0
5680733170516;start batching;1;2014-09-10 11:10:18.000;;2014-09-10 11:10:18.000;;10006553;1392;23286012;1;0
5680733170516;clean;2;2014-09-10 11:10:18.000;;2014-09-10 11:10:18.000;;10006554;1392;23286013;0;0
5680733170516;spray;3;2014-09-10 11:10:18.000;;2014-09-10 11:10:18.000;;10006555;1392;23286014;0;0
5680733170516;deep cleaning;4;2014-09-10 11:10:18.000;;2014-09-10 11:10:18.000;;10006556;1392;23286015;0;0
5680733170516;kiln;5;2014-09-10 11:10:18.000;;2014-09-10 11:10:18.000;;10006557;1392;23286016;0;0
5680733170516;end batching ;6;2014-09-10 11:10:18.000;;2014-09-10 11:10:18.000;;10006558;1392;23286017;1;0
5711743171241;OrderCreation;-1;06.09.2014 14:26;;2014-09-10 17:26:37.000;2014-09-10 17:27:03.000;#WERT!;#WERT!;#WERT!;;0
5711743171241;Start production step;0;06.09.2014 14:27;;2014-09-10 17:26:37.000;2014-09-10 17:27:03.000;#WERT!;#WERT!;#WERT!;;0
5711743171241;start batching;1;2014-09-10 17:26:37.000;2014-09-10 17:26:39.000;2014-09-10 17:26:37.000;2014-09-10 17:27:03.000;10013551;2916;23255659;1;1
5711743171241;clean;2;2014-09-10 17:26:39.000;;2014-09-10 17:26:37.000;2014-09-10 17:27:03.000;10013552;2916;23255660;0;0
5711743171241;spray;3;2014-09-10 17:26:39.000;;2014-09-10 17:26:37.000;2014-09-10 17:27:03.000;10013553;2916;23255661;0;0
5711743171241;deep cleaning;4;2014-09-10 17:26:39.000;;2014-09-10 17:26:37.000;2014-09-10 17:27:03.000;10013554;2916;23255662;0;0
5711743171241;kiln;5;2014-09-10 17:26:39.000;;2014-09-10 17:26:37.000;2014-09-10 17:27:03.000;10013555;2916;23255663;0;0
5711743171241;end batching ;6;2014-09-10 17:26:39.000;2014-09-10 17:27:03.000;2014-09-10 17:26:37.000;2014-09-10 17:27:03.000;10013556;2916;23255664;1;1
5712543173422;OrderCreation;-1;10.09.2014 15:57;;2014-09-11 13:20:13.000;2014-09-11 13:20:41.000;#WERT!;#WERT!;#WERT!;;0
5712543173422;Start production step;0;10.09.2014 16:20;;2014-09-11 13:20:13.000;2014-09-11 13:20:41.000;#WERT!;#WERT!;#WERT!;;0
5712543173422;start batching;1;2014-09-11 13:20:13.000;2014-09-11 13:20:16.000;2014-09-11 13:20:13.000;2014-09-11 13:20:41.000;10018733;2916;23290664;1;1
5712543173422;clean;2;2014-09-11 13:20:16.000;;2014-09-11 13:20:13.000;2014-09-11 13:20:41.000;10018734;2916;23290665;0;0
5712543173422;spray;3;2014-09-11 13:20:16.000;;2014-09-11 13:20:13.000;2014-09-11 13:20:41.000;10018735;2916;23290666;0;0
5712543173422;deep cleaning;4;2014-09-11 13:20:16.000;;2014-09-11 13:20:13.000;2014-09-11 13:20:41.000;10018736;2916;23290667;0;0
5712543173422;kiln;5;2014-09-11 13:20:16.000;;2014-09-11 13:20:13.000;2014-09-11 13:20:41.000;10018737;2916;23290668;0;0
5712543173422;end batching ;6;2014-09-11 13:20:16.000;2014-09-11 13:20:41.000;2014-09-11 13:20:13.000;2014-09-11 13:20:41.000;10018738;2916;23290669;1;1
5712633171184;OrderCreation;-1;10.09.2014 10:02;;2014-09-10 16:57:10.000;2014-09-10 16:57:32.000;#WERT!;#WERT!;#WERT!;;0
5712633171184;Start production step;0;10.09.2014 10:03;;2014-09-10 16:57:10.000;2014-09-10 16:57:32.000;#WERT!;#WERT!;#WERT!;;0
5712633171184;start batching;1;2014-09-10 16:57:10.000;2014-09-10 16:57:12.000;2014-09-10 16:57:10.000;2014-09-10 16:57:32.000;10017342;2916;23284878;1;1
5712633171184;clean;2;2014-09-10 16:57:12.000;;2014-09-10 16:57:10.000;2014-09-10 16:57:32.000;10017343;2916;23284879;0;0
5712633171184;spray;3;2014-09-10 16:57:12.000;;2014-09-10 16:57:10.000;2014-09-10 16:57:32.000;10017344;2916;23284880;0;0
5712633171184;deep cleaning;4;2014-09-10 16:57:12.000;;2014-09-10 16:57:10.000;2014-09-10 16:57:32.000;10017345;2916;23284881;0;0
5712633171184;kiln;5;2014-09-10 16:57:12.000;;2014-09-10 16:57:10.000;2014-09-10 16:57:32.000;10017346;2916;23284882;0;0
5712633171184;end batching ;6;2014-09-10 16:57:12.000;2014-09-10 16:57:32.000;2014-09-10 16:57:10.000;2014-09-10 16:57:32.000;10017347;2916;23284883;1;1
5712653171042;OrderCreation;-1;10.09.2014 09:54;;2014-09-10 15:18:55.000;2014-09-10 18:19:36.000;#WERT!;#WERT!;#WERT!;;0
5712653171042;Start production step;0;10.09.2014 09:57;;2014-09-10 15:18:55.000;2014-09-10 18:19:36.000;#WERT!;#WERT!;#WERT!;;0
5712653171042;start batching;1;2014-09-10 15:18:55.000;2014-09-10 15:18:57.000;2014-09-10 15:18:55.000;2014-09-10 18:19:36.000;10017284;2915;23284780;1;1
5712653171042;cleaning;2;2014-09-10 15:18:57.000;;2014-09-10 15:18:55.000;2014-09-10 18:19:36.000;10017285;2915;23284781;0;0
5712653171042;spray;3;2014-09-10 15:18:57.000;;2014-09-10 15:18:55.000;2014-09-10 18:19:36.000;10017286;2915;23284782;0;0
5712653171042;deep cleaning;4;2014-09-10 15:18:57.000;;2014-09-10 15:18:55.000;2014-09-10 18:19:36.000;10017287;2915;23284783;0;0
5712653171042;kiln;5;2014-09-10 15:18:57.000;;2014-09-10 15:18:55.000;2014-09-10 18:19:36.000;10017288;2915;23284784;0;0
5712653171042;end batching ;6;2014-09-10 15:18:57.000;2014-09-10 18:19:36.000;2014-09-10 15:18:55.000;2014-09-10 18:19:36.000;10017289;2915;23284785;1;1
5712683171024;OrderCreation;-1;10.09.2014 09:54;;2014-09-10 15:05:42.000;2014-09-10 18:19:36.000;#WERT!;#WERT!;#WERT!;;0
5712683171024;Start production step;0;10.09.2014 09:57;;2014-09-10 15:05:42.000;2014-09-10 18:19:36.000;#WERT!;#WERT!;#WERT!;;0
5712683171024;start batching;1;2014-09-10 15:05:42.000;2014-09-10 15:05:55.000;2014-09-10 15:05:42.000;2014-09-10 18:19:36.000;10017290;2915;23284786;1;1
5712683171024;cleaning;2;2014-09-10 15:05:55.000;;2014-09-10 15:05:42.000;2014-09-10 18:19:36.000;10017291;2915;23284787;0;0
5712683171024;spray;3;2014-09-10 15:05:55.000;;2014-09-10 15:05:42.000;2014-09-10 18:19:36.000;10017292;2915;23284788;0;0
5712683171024;deep cleaning;4;2014-09-10 15:05:55.000;;2014-09-10 15:05:42.000;2014-09-10 18:19:36.000;10017293;2915;23284789;0;0
5712683171024;kiln;5;2014-09-10 15:05:55.000;;2014-09-10 15:05:42.000;2014-09-10 18:19:36.000;10017294;2915;23284790;0;0
5712683171024;end batching ;6;2014-09-10 15:05:55.000;2014-09-10 18:19:36.000;2014-09-10 15:05:42.000;2014-09-10 18:19:36.000;10017295;2915;23284791;1;1
